Analysis,Bam File,Sample,Method,Depth,SARS-CoV-2_1,SARS-CoV-2_2,SARS-CoV-2_3,SARS-CoV-2_4,SARS-CoV-2_5,SARS-CoV-2_6,SARS-CoV-2_7,SARS-CoV-2_8,SARS-CoV-2_9,SARS-CoV-2_10,SARS-CoV-2_11,SARS-CoV-2_12,SARS-CoV-2_13,SARS-CoV-2_14,SARS-CoV-2_15,SARS-CoV-2_16,SARS-CoV-2_17,SARS-CoV-2_18,SARS-CoV-2_19,SARS-CoV-2_20,SARS-CoV-2_21,SARS-CoV-2_22,SARS-CoV-2_23,SARS-CoV-2_24,SARS-CoV-2_25,SARS-CoV-2_26,SARS-CoV-2_27,SARS-CoV-2_28,SARS-CoV-2_29,SARS-CoV-2_30,SARS-CoV-2_31,SARS-CoV-2_32,SARS-CoV-2_33,SARS-CoV-2_34,SARS-CoV-2_35,SARS-CoV-2_36,SARS-CoV-2_37,SARS-CoV-2_38,SARS-CoV-2_39,SARS-CoV-2_40,SARS-CoV-2_41,SARS-CoV-2_42,SARS-CoV-2_43,SARS-CoV-2_44,SARS-CoV-2_45,SARS-CoV-2_46,SARS-CoV-2_47,SARS-CoV-2_48,SARS-CoV-2_49,SARS-CoV-2_50,SARS-CoV-2_51,SARS-CoV-2_52,SARS-CoV-2_53,SARS-CoV-2_54,SARS-CoV-2_55,SARS-CoV-2_56,SARS-CoV-2_57,SARS-CoV-2_58,SARS-CoV-2_59,SARS-CoV-2_60,SARS-CoV-2_61,SARS-CoV-2_62,SARS-CoV-2_63,SARS-CoV-2_64,SARS-CoV-2_65,SARS-CoV-2_66,SARS-CoV-2_67,SARS-CoV-2_68,SARS-CoV-2_69,SARS-CoV-2_70,SARS-CoV-2_71,SARS-CoV-2_72,SARS-CoV-2_73,SARS-CoV-2_74,SARS-CoV-2_75,SARS-CoV-2_76,SARS-CoV-2_77,SARS-CoV-2_78,SARS-CoV-2_79,SARS-CoV-2_80,SARS-CoV-2_81,SARS-CoV-2_82,SARS-CoV-2_83,SARS-CoV-2_84,SARS-CoV-2_85,SARS-CoV-2_86,SARS-CoV-2_87,SARS-CoV-2_88,SARS-CoV-2_89,SARS-CoV-2_90,SARS-CoV-2_91,SARS-CoV-2_92,SARS-CoV-2_93,SARS-CoV-2_94,SARS-CoV-2_95,SARS-CoV-2_96
FPCOV-1,UT-UPHL-250418662657_bbnorm_200_trimmed.sorted,UT-UPHL-250418662657,bbnorm,200,100,100,100,100,99.71,98.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.21,98.29,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,99.43,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,96.73,100,95.91,100,100,100,95.65,100,100,100,94.37,100,100
FPCOV-1,UT-UPHL-250418662657_bbnorm_300_trimmed.sorted,UT-UPHL-250418662657,bbnorm,300,100,100,100,100,99.71,100,99.72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.21,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.73,100,95.91,100,97.55,98.6,97.55,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250418662657_bbnorm_30_trimmed.sorted,UT-UPHL-250418662657,bbnorm,30,100,100,96.63,100,99.71,100,99.15,100,100,98.3,99.71,99.71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.21,100,99.13,99.71,98.28,94.77,100,100,96.76,100,96.08,100,100,100,97.99,98.84,91.34,96.87,100,100,100,100,100,95.13,100,95.64,100,100,98.52,96.25,100,100,92.29,100,100,98.88,98.12,100,100,100,100,95.47,100,100,100,100,95.93,100,99.12,96.86,100,96.34,97.68,100,100,100,100,94.28,100,94.28,95.64,88.01,90.45,85.6,95.69,100,97.18,84.72,99.15,100
FPCOV-1,UT-UPHL-250418662657_bbnorm_400_trimmed.sorted,UT-UPHL-250418662657,bbnorm,400,100,100,100,100,99.71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.21,98.58,100,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,96.73,100,96.73,96.73,100,100,95.65,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250418662657_bbnorm_5000_trimmed.sorted,UT-UPHL-250418662657,bbnorm,5000,100,100,100,100,99.71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.21,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.73,100,100,100,100,100,100,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250418662657_bbnorm_500_trimmed.sorted,UT-UPHL-250418662657,bbnorm,500,100,100,100,100,99.71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.21,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,96.73,100,100,100,97.28,100,97.55,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250418662657_bbnorm_50_trimmed.sorted,UT-UPHL-250418662657,bbnorm,50,100,100,93.54,100,99.71,100,99.15,97.43,100,100,99.71,100,100,100,94.29,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.09,100,100,97.64,100,100,100,100,100,100,100,93.58,96.87,98.86,100,100,100,96.47,100,100,94.55,100,100,98.52,100,100,100,98.86,99.43,99.15,98.88,100,100,98.3,100,100,100,100,100,100,100,100,100,100,97.14,100,99.72,100,100,97.39,100,100,92.92,100,94.01,95.37,100,98.03,94.84,97.41,100,97.18,94.1,99.72,100
FPCOV-1,UT-UPHL-250418662657_raw_all_trimmed.sorted,UT-UPHL-250418662657,raw,all,100,100,100,100,99.71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.21,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250418662657_seqkit_10000_trimmed.sorted,UT-UPHL-250418662657,seqkit,10000,100,100,100,100,99.71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.21,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250418662657_seqkit_1000_trimmed.sorted,UT-UPHL-250418662657,seqkit,1000,100,61.76,100,100,85.84,100,99.43,100,100,100,83.82,100,100,100,100,100,100,100,99.1,100,100,100,100,78.99,85.42,100,94.65,100,100,100,100,100,94.64,100,100,100,100,100,100,100,98.57,100,86.87,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,87.94,100,100,100,100,100,100,100,100,100,100,100,94.57,100,100,83.48,100,100,92.06,100,89.65,100,97.55,100,100,100,97.55,100,100,100,94.1,100,100
FPCOV-1,UT-UPHL-250418662657_seqkit_100_trimmed.sorted,UT-UPHL-250418662657,seqkit,100,100,15.59,100,75.29,74.04,99.71,91.78,100,38.39,80.4,31.79,100,30.12,99.14,100,97.29,86.23,95.94,32.04,100,100,94.1,100,0,22.62,100,37.75,100,100,95.93,71.26,93.6,0,100,100,100,100,82.2,100,100,87.39,97.11,0,97.72,93.18,100,100,100,95.29,100,97.64,96.19,71.89,100,100,100,100,95.31,96,100,99.72,97.47,100,0,89.8,87.94,48.68,100,95.34,56.11,100,96.64,39.24,91.57,100,47.14,100,81.13,19.13,100,96.81,44.41,100,67.3,100,95.91,100,94.28,98.88,90.49,92.53,97.69,99.44,83.65,100,100
FPCOV-1,UT-UPHL-250418662657_seqkit_10_trimmed.sorted,UT-UPHL-250418662657,seqkit,10,100,0,89.33,0,18.58,77.59,34.84,91.43,0,26.42,0,0,0,0,91.43,82.23,45.21,44.64,31.14,83.18,98.15,0,100,0,0,89.05,0,0,43.48,0,0,80.81,0,100,98.82,80.6,100,0,0,100,0,78.03,0,69.52,87.78,100,0,44.54,76.47,89.68,0,94.82,22.19,100,96.45,91.93,92.31,87.68,69.14,99.14,86.72,91.01,100,0,78.47,0,0,90.37,23.03,0,96.21,0,0,38.95,85.67,47.14,69.44,68.17,0,82.66,50.43,0,100,41.42,40.06,82.83,83.38,77.38,62.36,57.61,46.84,45.38,97.18,38.07,95.2,81.87
FPCOV-1,UT-UPHL-250418662657_seqkit_200_trimmed.sorted,UT-UPHL-250418662657,seqkit,200,100,15.59,100,78.2,74.04,100,99.15,100,66.96,82.39,31.79,100,30.12,99.14,100,100,86.23,100,32.04,100,100,94.1,100,20.71,22.62,100,37.75,100,100,95.93,71.26,95.06,67.26,100,100,100,100,95.25,100,100,87.39,97.11,32.12,97.72,99.15,100,100,100,100,100,97.64,96.19,100,100,100,100,100,100,98.29,100,99.72,98.88,100,0,93.77,95.88,51.61,100,95.34,56.11,100,96.64,66.57,99.13,100,90.29,100,88.17,19.13,100,96.81,44.41,100,77.38,100,96.73,100,94.55,98.88,92.12,92.53,99.13,99.44,85.52,100,100
FPCOV-1,UT-UPHL-250418662657_seqkit_300_trimmed.sorted,UT-UPHL-250418662657,seqkit,300,100,15.59,100,78.2,74.04,100,99.15,100,84.82,84.66,31.79,100,30.12,99.14,100,100,90.72,100,32.04,100,100,94.1,100,20.71,22.62,100,70.42,100,100,95.93,71.26,95.06,88.39,100,100,100,100,100,100,100,89.4,97.11,32.12,100,99.72,100,100,100,100,100,97.64,97.28,100,100,100,100,100,100,98.29,100,99.72,100,100,0,94.33,95.88,100,100,95.92,100,100,96.64,66.57,99.13,100,90.29,100,92.96,54.78,100,100,83.82,100,77.38,100,96.73,100,94.55,98.88,95.65,93.97,99.42,100,92.76,100,100
FPCOV-1,UT-UPHL-250418662657_seqkit_30_trimmed.sorted,UT-UPHL-250418662657,seqkit,30,100,0,99.44,34.01,18.58,95.98,87.25,96.86,38.39,68.75,0,90.94,0,88.22,100,96.39,45.21,83.77,32.04,100,100,44.25,100,0,22.62,96.15,0,74.42,97.39,43.9,42.82,91.28,0,100,100,100,100,33.23,100,100,39.54,91.62,0,95.16,92.33,100,40.36,85.84,89.12,90.26,84.66,96.19,60.65,100,100,100,94.3,93.55,89.14,99.43,99.72,91.01,100,0,84.14,33.53,22.87,97.73,43.44,56.11,99.42,44.95,0,84.59,85.67,47.14,69.44,81.13,0,98.27,95.36,0,100,67.3,93.86,93.46,96.19,91.83,75.84,86.68,66.09,93.35,99.44,78.82,100,100
FPCOV-1,UT-UPHL-250418662657_seqkit_400_trimmed.sorted,UT-UPHL-250418662657,seqkit,400,100,60,100,78.2,74.04,100,99.43,100,84.82,87.22,31.79,100,83.54,100,100,100,90.72,100,76.05,100,100,98.53,100,52.07,22.62,100,85.35,100,100,95.93,92.53,95.64,94.64,100,100,100,100,100,100,100,89.4,100,60.06,100,100,100,100,100,100,100,97.64,97.55,100,100,100,100,100,100,99.43,100,99.72,100,100,38.24,99.43,95.88,100,100,95.92,100,100,96.64,89.24,100,100,90.86,100,95.21,54.78,100,100,90.88,100,77.38,100,96.73,100,94.55,98.88,95.65,95.69,100,100,92.76,100,100
FPCOV-1,UT-UPHL-250418662657_seqkit_5000_trimmed.sorted,UT-UPHL-250418662657,seqkit,5000,100,99.41,100,100,99.71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.21,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250418662657_seqkit_500_trimmed.sorted,UT-UPHL-250418662657,seqkit,500,100,61.76,100,92.15,74.04,100,99.43,100,91.67,95.45,31.79,100,83.54,100,100,100,90.72,100,86.23,100,100,100,100,64.5,22.62,100,92.39,100,100,100,98.56,100,94.64,100,100,100,100,100,100,100,95.42,100,83.24,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,99.43,100,99.72,100,100,38.24,99.43,100,100,100,100,100,100,96.64,98.55,100,100,92,100,95.21,64.93,100,100,90.88,100,86.38,100,96.73,100,94.55,100,97.55,100,100,100,94.1,100,100
FPCOV-1,UT-UPHL-250418662657_seqkit_50_trimmed.sorted,UT-UPHL-250418662657,seqkit,50,100,0,99.44,34.01,18.58,99.71,91.78,96.86,38.39,80.4,31.79,94.44,30.12,88.22,100,96.39,45.21,90.43,32.04,100,100,49.56,100,0,22.62,98.52,0,94.19,100,87.79,50.29,91.28,0,100,100,100,100,82.2,100,100,87.39,97.11,0,96.87,92.33,100,78.64,89.38,94.71,100,91.15,96.19,71.89,100,100,100,94.3,95.31,96,100,99.72,94.38,100,0,85.84,33.53,22.87,97.73,86.59,56.11,100,46.18,0,84.59,85.67,47.14,94.14,81.13,0,100,96.81,38.82,100,67.3,99.12,93.46,96.19,91.83,89.04,90.49,66.09,97.69,99.44,78.82,100,100
FPCOV-1,UT-UPHL-250418670837_bbnorm_10000_trimmed.sorted,UT-UPHL-250418670837,bbnorm,10000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-250418670837_bbnorm_1000_trimmed.sorted,UT-UPHL-250418670837,bbnorm,1000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.73,100,100,100,95.92,100,100,100,100,100,100
FPCOV-1,UT-UPHL-250418670837_bbnorm_100_trimmed.sorted,UT-UPHL-250418670837,bbnorm,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,98.57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.32,100,95.17,100,100,100,100,100,100,95.91,100,100,100,100,100,100,100,100,100,98.88,100,100,100,100,100,100,100,100,100,100,100,100,100,95.71,100,99.72,100,100,100,100,100,96.73,100,95.1,96.46,92.1,98.03,95.65,100,100,100,94.37,99.15,100
FPCOV-1,UT-UPHL-250418670837_bbnorm_10_trimmed.sorted,UT-UPHL-250418670837,bbnorm,10,100,100,88.2,100,96.76,95.11,80.74,98.86,95.54,90.62,95.95,96.49,100,94.54,87.71,76.81,97.9,88.12,100,83.78,100,100,95.06,87.87,96.43,100,77.75,95.06,100,94.19,99.43,84.88,98.21,92.38,98.82,81.79,98.49,94.66,93.7,94.1,96.56,93.35,93.85,98.58,96.31,98.77,89.32,90.56,93.24,93.98,100,86.1,96.75,92.42,98.82,83.57,96.01,87.98,85.71,94.86,86.72,90.73,100,100,99.43,91.18,93.26,77.34,100,90.6,97.38,94.5,91.57,96.51,93.27,88.29,96.91,87.04,92.17,99.71,82.32,97.35,97.07,84.2,95.91,94.01,82.83,83.92,92.98,85.33,92.53,93.35,94.37,82.04,97.74,98.58
FPCOV-1,UT-UPHL-250418670837_bbnorm_200_trimmed.sorted,UT-UPHL-250418670837,bbnorm,200,100,100,100,100,100,100,99.43,100,100,99.72,100,100,100,100,98.29,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.77,100,100,100,100,100,100,100,100,97,100,100,100,99.14,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97,100,95.91,96.73,95.37,100,95.92,100,100,100,94.37,99.44,100
FPCOV-1,UT-UPHL-250418670837_bbnorm_300_trimmed.sorted,UT-UPHL-250418670837,bbnorm,300,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.43,100,100,100,100,100,100,96.46,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,96.73,96.46,96.46,99.44,95.65,100,100,100,100,100,100
FPCOV-1,UT-UPHL-250418670837_bbnorm_30_trimmed.sorted,UT-UPHL-250418670837,bbnorm,30,100,100,98.31,100,99.71,97.13,95.75,99.43,100,96.31,100,100,100,100,99.71,98.49,100,96.81,100,100,100,100,100,97.04,97.32,95.56,100,100,100,98.84,99.43,93.31,98.81,99.12,98.82,100,100,100,95.13,100,96.56,98.55,94.13,98.58,100,100,100,99.71,100,96.56,100,90.46,100,100,97.04,99.14,100,97.07,96.57,98.29,97.46,97.47,100,100,100,100,100,97.73,100,100,100,100,95.35,100,100,94,100,97.75,95.07,98.27,100,96.47,94.13,89.92,96.78,91.28,95.91,90.46,90.45,95.11,100,100,95.77,93.3,96.89,100
FPCOV-1,UT-UPHL-250418670837_bbnorm_400_trimmed.sorted,UT-UPHL-250418670837,bbnorm,400,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.44,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,96.73,96.46,95.37,100,95.65,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250418670837_bbnorm_5000_trimmed.sorted,UT-UPHL-250418670837,bbnorm,5000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-250418670837_bbnorm_500_trimmed.sorted,UT-UPHL-250418670837,bbnorm,500,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97,100,96.73,100,97.55,100,95.92,100,100,100,95.44,100,100
FPCOV-1,UT-UPHL-250418670837_bbnorm_50_trimmed.sorted,UT-UPHL-250418670837,bbnorm,50,100,100,98.03,100,100,97.13,99.72,99.71,100,100,100,100,100,100,98.86,100,100,100,100,100,100,100,95.64,100,100,100,100,99.13,100,98.84,100,97.09,99.11,100,100,100,100,100,98.85,100,98.85,98.55,96.37,96.87,98.58,100,100,98.23,100,93.98,100,95.91,98.82,99.16,100,100,100,100,97.43,100,100,98.31,100,100,100,100,100,97.45,100,100,100,100,98.26,100,100,97.43,100,99.15,100,100,100,100,100,95.91,100,94.01,96.46,89.65,98.03,95.92,97.7,100,96.9,90.62,100,100
FPCOV-1,UT-UPHL-250418670837_raw_all_trimmed.sorted,UT-UPHL-250418670837,raw,all,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-250418670837_seqkit_10000_trimmed.sorted,UT-UPHL-250418670837,seqkit,10000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-250418670837_seqkit_1000_trimmed.sorted,UT-UPHL-250418670837,seqkit,1000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.14,100,100,100,100,100,100,100,98.09,100,96.73,100,96.46,100,95.65,100,100,100,94.37,100,100
FPCOV-1,UT-UPHL-250418670837_seqkit_100_trimmed.sorted,UT-UPHL-250418670837,seqkit,100,100,81.76,100,100,90.56,97.99,99.15,94.57,100,89.49,97.4,98.54,100,100,98,100,100,100,94.61,100,100,100,100,95.27,100,100,95.77,100,99.42,95.93,100,100,100,100,100,100,100,100,98.85,100,88.54,100,96.37,98.58,93.47,100,100,100,100,95.7,100,97,98.22,100,100,100,100,100,98.29,99.43,100,98.03,100,98.53,98.87,93.53,100,99.43,99.13,96.87,100,94.5,100,98.84,100,85.14,100,89.58,99.71,98.27,99.42,94.71,100,92.64,100,94.28,96.46,96.19,89.33,90.76,95.69,100,98.03,87.94,100,100
FPCOV-1,UT-UPHL-250418670837_seqkit_10_trimmed.sorted,UT-UPHL-250418670837,seqkit,10,83.24,0,86.24,40.12,83.48,93.97,63.17,70.86,81.85,44.03,36.13,74.56,45.34,94.83,94,85.54,45.21,86.67,70.66,91.29,100,51.62,85.76,25.74,33.04,89.05,77.46,90.7,98.84,71.51,83.33,93.9,26.79,94.13,94.99,68.06,99.4,0,89.97,92.63,85.67,90.75,75.7,85.75,86.65,87.42,43.32,91.15,75,76.79,58.41,83.11,73.96,90.45,84.32,98.56,96.3,79.47,85.14,89.43,72.88,72.47,84.69,96.76,91.5,0,91.79,77.9,90.67,55.49,93.88,37.31,77.03,60.17,98.83,47.14,99.69,0,0,41.33,81.16,37.06,92.67,41.14,74.27,79.02,95.64,89.65,67.7,74.73,87.64,71.97,96.06,65.42,92.09,93.2
FPCOV-1,UT-UPHL-250418670837_seqkit_200_trimmed.sorted,UT-UPHL-250418670837,seqkit,200,100,81.76,100,100,96.17,97.99,99.15,99.14,100,96.31,99.42,100,100,100,100,100,100,100,98.2,100,100,100,100,95.27,100,100,96.06,100,99.42,100,100,100,100,100,100,100,100,100,98.85,100,89.68,100,99.16,100,96.31,100,100,100,100,95.7,100,97,100,100,100,100,100,100,99.14,100,100,98.03,100,100,100,99.71,100,99.43,100,99.69,100,100,100,99.13,100,89.14,100,92.39,99.71,100,99.42,94.71,100,93.73,100,96.73,96.46,96.19,95.22,90.76,95.69,100,98.03,88.74,100,100
FPCOV-1,UT-UPHL-250418670837_seqkit_300_trimmed.sorted,UT-UPHL-250418670837,seqkit,300,100,81.76,100,100,97.64,99.14,99.15,99.43,100,96.31,99.42,100,100,100,100,100,100,100,100,100,100,100,100,96.75,100,100,99.44,100,100,100,100,100,100,100,100,100,100,100,99.14,100,96.56,100,99.16,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,99.71,100,100,98.03,100,100,100,100,100,99.43,100,99.69,100,100,100,100,100,89.14,100,92.39,99.71,100,100,94.71,100,93.73,100,96.73,97,96.19,96.35,95.38,95.69,100,98.03,88.74,100,100
FPCOV-1,UT-UPHL-250418670837_seqkit_30_trimmed.sorted,UT-UPHL-250418670837,seqkit,30,97.65,0,100,72.38,85.25,94.54,90.65,85.71,94.94,80.97,86.99,90.94,87.58,98.28,94.57,100,87.13,88.41,91.92,91.29,100,100,100,88.17,52.08,100,95.21,97.38,98.84,95.93,100,100,88.1,95.89,95.28,90.75,100,87.24,90.26,100,86.25,100,89.94,95.16,93.18,100,98.81,96.76,89.12,95.7,99.41,90.46,95.27,100,100,100,98.86,100,98.29,92,100,90.17,100,96.76,91.5,85.59,99.71,97.17,93,76.18,100,37.31,97.67,74.42,100,47.14,99.69,0,38.84,84.68,96.81,91.18,100,86.38,97.95,85.01,95.64,96.19,80.62,87.77,91.95,96.53,97.18,77.21,100,100
FPCOV-1,UT-UPHL-250418670837_seqkit_400_trimmed.sorted,UT-UPHL-250418670837,seqkit,400,100,100,100,100,97.64,100,100,99.43,100,96.31,100,100,100,100,100,100,100,100,100,100,100,100,100,96.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,99.71,100,100,98.03,100,100,100,100,100,99.72,100,100,100,100,100,100,100,99.14,100,95.21,99.71,100,100,97.94,100,93.73,100,96.73,97,96.19,96.35,95.38,95.69,100,100,89.28,100,100
FPCOV-1,UT-UPHL-250418670837_seqkit_5000_trimmed.sorted,UT-UPHL-250418670837,seqkit,5000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250418670837_seqkit_500_trimmed.sorted,UT-UPHL-250418670837,seqkit,500,100,100,100,100,98.82,100,100,100,100,96.31,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.14,100,100,99.71,100,100,97.94,100,95.91,100,96.73,100,96.19,96.35,95.65,100,100,100,94.37,100,100
FPCOV-1,UT-UPHL-250418670837_seqkit_50_trimmed.sorted,UT-UPHL-250418670837,seqkit,50,100,0,100,84.01,85.25,94.54,96.03,91.43,100,80.97,97.4,95.03,100,98.28,96.57,100,90.12,92.17,94.61,100,100,100,100,88.76,94.05,100,95.21,97.67,98.84,95.93,100,100,93.75,100,98.53,93.13,100,87.24,95.7,100,86.25,100,93.58,98.58,93.18,100,100,97.94,90.88,95.7,99.71,97,95.27,100,100,100,98.86,100,98.29,96.29,100,91.85,100,97.35,96.03,85.59,100,97.17,94.46,83.7,100,89.6,100,91.86,100,47.14,99.69,0,38.84,89.6,96.81,93.24,100,92.1,97.95,86.65,95.64,96.19,89.33,87.77,95.69,96.53,97.18,83.91,100,100
