Analysis,Bam File,Sample,Method,Depth,SARS-CoV-2_1,SARS-CoV-2_2,SARS-CoV-2_3,SARS-CoV-2_4,SARS-CoV-2_5,SARS-CoV-2_6,SARS-CoV-2_7,SARS-CoV-2_8,SARS-CoV-2_9,SARS-CoV-2_10,SARS-CoV-2_11,SARS-CoV-2_12,SARS-CoV-2_13,SARS-CoV-2_14,SARS-CoV-2_15,SARS-CoV-2_16,SARS-CoV-2_17,SARS-CoV-2_18,SARS-CoV-2_19,SARS-CoV-2_20,SARS-CoV-2_21,SARS-CoV-2_22,SARS-CoV-2_23,SARS-CoV-2_24,SARS-CoV-2_25,SARS-CoV-2_26,SARS-CoV-2_27,SARS-CoV-2_28,SARS-CoV-2_29,SARS-CoV-2_30,SARS-CoV-2_31,SARS-CoV-2_32,SARS-CoV-2_33,SARS-CoV-2_34,SARS-CoV-2_35,SARS-CoV-2_36,SARS-CoV-2_37,SARS-CoV-2_38,SARS-CoV-2_39,SARS-CoV-2_40,SARS-CoV-2_41,SARS-CoV-2_42,SARS-CoV-2_43,SARS-CoV-2_44,SARS-CoV-2_45,SARS-CoV-2_46,SARS-CoV-2_47,SARS-CoV-2_48,SARS-CoV-2_49,SARS-CoV-2_50,SARS-CoV-2_51,SARS-CoV-2_52,SARS-CoV-2_53,SARS-CoV-2_54,SARS-CoV-2_55,SARS-CoV-2_56,SARS-CoV-2_57,SARS-CoV-2_58,SARS-CoV-2_59,SARS-CoV-2_60,SARS-CoV-2_61,SARS-CoV-2_62,SARS-CoV-2_63,SARS-CoV-2_64,SARS-CoV-2_65,SARS-CoV-2_66,SARS-CoV-2_67,SARS-CoV-2_68,SARS-CoV-2_69,SARS-CoV-2_70,SARS-CoV-2_71,SARS-CoV-2_72,SARS-CoV-2_73,SARS-CoV-2_74,SARS-CoV-2_75,SARS-CoV-2_76,SARS-CoV-2_77,SARS-CoV-2_78,SARS-CoV-2_79,SARS-CoV-2_80,SARS-CoV-2_81,SARS-CoV-2_82,SARS-CoV-2_83,SARS-CoV-2_84,SARS-CoV-2_85,SARS-CoV-2_86,SARS-CoV-2_87,SARS-CoV-2_88,SARS-CoV-2_89,SARS-CoV-2_90,SARS-CoV-2_91,SARS-CoV-2_92,SARS-CoV-2_93,SARS-CoV-2_94,SARS-CoV-2_95,SARS-CoV-2_96
FPCOV-1,UT-UPHL-240124217603_seqkit_5000_trimmed.sorted,UT-UPHL-240124217603,seqkit,5000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.02,100,100,100,100,100,100,100,100,100,99.44,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240124217603_seqkit_500_trimmed.sorted,UT-UPHL-240124217603,seqkit,500,95,100,100,100,52.8,100,95.75,100,96.13,100,47.11,100,29.81,100,100,100,100,100,100,100,100,100,100,100,96.13,100,100,100,100,100,100,100,43.75,100,100,100,100,100,100,100,96.85,100,86.87,100,100,100,46.59,100,98.24,100,39.23,97.82,94.08,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,60.87,100,100,100,100,98.09,100,96.73,97.28,96.73,98.03,100,100,100,99.72,100,99.15,100
FPCOV-1,UT-UPHL-240124217603_seqkit_50_trimmed.sorted,UT-UPHL-240124217603,seqkit,50,49.12,98.53,94.38,100,0,98.28,62.89,100,86.01,92.9,0,100,0,97.99,88.57,100,92.51,100,32.04,100,95.06,100,98.84,93.2,0,100,97.46,100,92.75,99.71,91.09,97.09,43.75,97.07,93.22,100,93.67,95.55,94.56,100,0,100,42.18,100,86.93,100,0,94.4,42.94,98.85,0,97.28,62.13,100,100,100,98.86,100,85.71,100,99.15,92.13,100,100,99.72,96.76,89.15,96.6,20.7,100,100,100,98.55,97.09,99.12,98,82.1,99.44,0,100,100,100,100,97,78.07,95.91,82.83,91.55,92.13,96.74,93.97,100,96.06,89.01,87.01,100
FPCOV-1,UT-UPHL-240124288971_bbnorm_10000_trimmed.sorted,UT-UPHL-240124288971,bbnorm,10000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240124288971_bbnorm_1000_trimmed.sorted,UT-UPHL-240124288971,bbnorm,1000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240124288971_bbnorm_100_trimmed.sorted,UT-UPHL-240124288971,bbnorm,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.6,98.58,100,100,100,100,100,100,100,96.46,100,100,100,100,100,100,100,100,100,99.16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,95.37,100,95.91,97.28,100,98.03,97.28,100,100,100,96.25,100,100
FPCOV-1,UT-UPHL-240124288971_bbnorm_10_trimmed.sorted,UT-UPHL-240124288971,bbnorm,10,100,100,91.29,97.67,100,94.83,90.65,93.71,100,99.15,89.88,92.4,97.52,100,86,100,46.11,88.7,96.11,93.69,99.07,96.46,100,95.56,97.02,98.82,93.8,93.6,96.23,97.67,100,90.12,94.94,99.41,94.1,100,100,91.99,100,100,91.12,95.66,80.45,90.88,83.81,100,100,100,89.71,91.12,82.01,92.37,94.08,87.64,97.34,96.25,92.31,91.79,97.14,95.14,98.31,98.88,97.5,99.41,96.88,92.94,93.26,95.18,92.71,85.27,100,98.47,77.33,98.84,93.27,85.14,100,96.62,97.39,89.6,93.91,76.18,100,88.56,99.71,94.01,81.47,86.92,95.51,86.14,100,100,72.39,92.76,95.2,100
FPCOV-1,UT-UPHL-240124288971_bbnorm_200_trimmed.sorted,UT-UPHL-240124288971,bbnorm,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,97.55,100,97,97.28,100,99.16,100,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-240124288971_bbnorm_300_trimmed.sorted,UT-UPHL-240124288971,bbnorm,300,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.16,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,98.09,100,96.19,97.28,100,100,97.28,100,100,100,96.25,100,100
FPCOV-1,UT-UPHL-240124288971_bbnorm_30_trimmed.sorted,UT-UPHL-240124288971,bbnorm,30,100,100,96.63,100,100,97.13,97.73,99.43,100,99.43,100,100,100,98.28,95.71,100,100,100,100,100,100,100,100,100,97.32,95.27,100,100,98.84,100,100,95.35,100,100,100,100,100,100,100,100,99.43,100,91.9,98.58,100,100,100,100,100,100,100,95.64,100,99.16,100,100,100,100,100,100,100,97.75,100,100,99.72,97.06,100,95.18,100,100,100,100,100,100,100,98,100,99.72,96.23,100,98.84,95.59,100,93.73,100,96.19,100,100,96.35,93.21,100,100,99.72,89.28,99.15,100
FPCOV-1,UT-UPHL-240124288971_bbnorm_400_trimmed.sorted,UT-UPHL-240124288971,bbnorm,400,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,97.55,100,97,99.18,100,100,100,100,100,100,96.25,100,100
FPCOV-1,UT-UPHL-240124288971_bbnorm_5000_trimmed.sorted,UT-UPHL-240124288971,bbnorm,5000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240124288971_bbnorm_500_trimmed.sorted,UT-UPHL-240124288971,bbnorm,500,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,97.28,100,96.46,100,100,99.72,100,100,100,100,96.51,100,100
FPCOV-1,UT-UPHL-240124288971_bbnorm_50_trimmed.sorted,UT-UPHL-240124288971,bbnorm,50,100,100,100,100,100,100,100,100,100,96.88,100,100,100,100,100,100,100,100,100,100,100,100,100,98.82,100,100,100,97.67,100,100,100,97.97,100,100,100,100,100,100,100,100,96.56,100,98.6,98.58,99.72,100,100,100,100,100,100,96.19,100,100,100,100,100,100,100,100,100,96.91,100,100,99.72,97.65,100,98.58,100,100,100,100,100,100,100,100,100,98.31,100,100,100,100,100,95.91,100,96.73,97.28,100,97.75,95.92,100,100,100,91.96,100,100
FPCOV-1,UT-UPHL-240124288971_raw_all_trimmed.sorted,UT-UPHL-240124288971,raw,all,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240124288971_seqkit_10000_trimmed.sorted,UT-UPHL-240124288971,seqkit,10000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.44,100,100,100,100,100,100,100,100,99.18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240124288971_seqkit_1000_trimmed.sorted,UT-UPHL-240124288971,seqkit,1000,100,100,100,96.22,97.94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94.97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.16,100,100,100,100,100,100,100,100,99.18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94.98,100,100,100,100,100,100,100,99.72,95.94,100,100,100,100,97,100,100,100,100,100,97.28,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240124288971_seqkit_100_trimmed.sorted,UT-UPHL-240124288971,seqkit,100,100,100,99.72,0,0,99.14,99.15,100,100,98.3,79.77,100,100,100,100,100,100,100,80.24,100,100,100,100,44.67,93.45,100,100,97.97,100,100,92.82,100,83.33,100,100,100,100,46.29,92.26,100,94.56,98.27,90.78,97.15,99.43,100,100,100,100,100,96.17,95.64,100,100,100,100,100,100,99.71,100,100,99.72,100,100,97.17,100,90.62,100,93,66.46,100,100,100,100,100,93.71,100,95.77,36.81,100,100,79.12,100,93.73,100,100,95.91,96.46,99.44,94.84,100,100,100,91.69,100,100
FPCOV-1,UT-UPHL-240124288971_seqkit_10_trimmed.sorted,UT-UPHL-240124288971,seqkit,10,100,0,92.42,0,0,96.84,85.55,87.71,71.43,85.51,0,88.3,100,97.7,73.14,80.42,36.23,93.33,45.21,39.94,97.84,44.54,100,0,0,99.7,87.04,94.19,88.99,97.09,89.94,91.86,0,98.53,97.35,94.03,100,0,76.5,100,45.27,89.02,42.18,87.18,92.61,100,78.93,87.61,98.82,85.39,0,93.46,0,97.47,97.04,99.42,100,86.8,89.71,95.43,96.05,96.35,98.44,91.47,90.08,0,0,100,89.5,0,96.21,92.05,96.51,89.53,90.94,80.29,91.67,37.75,0,92.77,96.81,0,88.27,43.87,82.16,87.74,92.1,78.47,87.92,82.07,90.8,37.28,97.46,84.99,85.03,86.4
FPCOV-1,UT-UPHL-240124288971_seqkit_200_trimmed.sorted,UT-UPHL-240124288971,seqkit,200,100,100,100,0,0,99.14,100,100,100,98.3,81.21,100,100,100,100,100,100,100,88.62,100,100,100,100,84.32,93.45,100,100,100,100,100,97.7,100,97.02,100,100,100,100,87.83,93.41,100,97.42,100,91.34,100,99.43,100,100,100,100,100,97.35,95.64,100,100,100,100,100,100,99.71,100,100,99.72,100,100,97.73,100,94.72,100,98.25,80.25,100,100,100,100,100,93.71,100,98.31,36.81,100,100,79.41,100,93.73,100,100,95.91,96.46,99.44,95.38,100,100,100,91.69,100,100
FPCOV-1,UT-UPHL-240124288971_seqkit_300_trimmed.sorted,UT-UPHL-240124288971,seqkit,300,100,100,100,31.69,39.53,99.14,100,100,100,98.58,87.86,100,100,100,100,100,100,100,89.82,100,100,100,100,86.09,100,100,100,100,100,100,97.7,100,97.02,100,100,100,100,91.39,98.28,100,97.42,100,94.97,100,99.72,100,100,100,100,100,97.64,95.64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.41,100,100,80.25,100,100,100,100,100,93.71,100,98.31,45.51,100,100,84.41,100,93.73,100,100,100,96.46,99.44,95.38,100,100,100,91.69,100,100
FPCOV-1,UT-UPHL-240124288971_seqkit_30_trimmed.sorted,UT-UPHL-240124288971,seqkit,30,100,44.41,93.82,0,0,96.84,95.75,96.29,86.01,92.05,64.74,99.12,100,100,100,100,78.44,100,45.21,100,100,97.94,100,0,75.89,100,93.8,97.97,100,100,92.53,94.77,44.94,99.71,100,100,100,44.51,76.5,100,90.54,95.95,80.73,94.02,95.17,100,91.69,100,100,94.56,25.66,94.55,100,100,97.93,99.71,100,99.41,98.86,99.71,96.89,97.75,100,100,96.88,90.29,46.33,100,89.5,0,100,100,100,100,100,86.29,100,89.01,0,99.13,96.81,0,100,83.11,99.71,90.74,94.55,88.01,93.54,94.84,100,97.98,100,90.62,100,99.43
FPCOV-1,UT-UPHL-240124288971_seqkit_400_trimmed.sorted,UT-UPHL-240124288971,seqkit,400,100,100,100,31.69,39.53,99.43,100,100,100,98.58,94.22,100,100,100,100,100,100,100,97.01,100,100,100,100,86.09,100,100,100,100,100,100,99.14,100,100,100,100,100,100,91.39,98.28,100,100,100,95.81,100,99.72,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.41,100,100,80.25,100,100,100,100,100,93.71,100,99.72,45.51,100,100,93.82,100,93.73,100,100,100,97,99.44,97.28,100,100,100,94.37,100,100
FPCOV-1,UT-UPHL-240124288971_seqkit_5000_trimmed.sorted,UT-UPHL-240124288971,seqkit,5000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.44,100,100,100,100,100,100,100,100,99.18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.83,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240124288971_seqkit_500_trimmed.sorted,UT-UPHL-240124288971,seqkit,500,100,100,100,84.3,88.5,99.43,100,100,100,98.58,94.22,100,100,100,100,100,100,100,100,100,100,100,100,92.9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.21,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94.67,100,100,100,100,100,100,100,99.72,92.17,100,100,96.18,100,93.73,100,100,100,97,99.44,97.28,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-240124288971_seqkit_50_trimmed.sorted,UT-UPHL-240124288971,seqkit,50,100,100,97.19,0,0,99.14,95.75,99.43,94.64,98.3,64.74,99.12,100,100,100,100,86.23,100,80.24,100,100,97.94,100,0,91.07,100,93.8,97.97,100,100,92.82,98.55,45.83,99.71,100,100,100,44.51,91.4,100,91.12,95.95,80.73,94.02,99.43,100,98.52,100,100,94.56,25.66,94.55,100,100,98.52,100,100,99.41,98.86,100,100,99.16,100,100,96.88,90.29,46.33,100,89.5,66.46,100,100,100,100,100,91.14,100,92.96,0,100,100,25,100,83.65,100,95.37,94.82,88.56,98.03,94.84,100,99.71,100,90.62,100,100
FPCOV-1,UT-UPHL-240124304140_bbnorm_10000_trimmed.sorted,UT-UPHL-240124304140,bbnorm,10000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240124304140_bbnorm_1000_trimmed.sorted,UT-UPHL-240124304140,bbnorm,1000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.82,100,96.46,100,98.37,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240124304140_bbnorm_100_trimmed.sorted,UT-UPHL-240124304140,bbnorm,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.52,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.16,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.87,100,100,100,100,100,97.28,100,96.73,100,95.1,100,95.65,100,100,100,93.03,100,100
FPCOV-1,UT-UPHL-240124304140_bbnorm_10_trimmed.sorted,UT-UPHL-240124304140,bbnorm,10,97.06,100,94.1,89.53,96.76,96.84,99.15,96.57,82.74,100,87.28,100,92.55,84.48,85.43,100,86.53,91.88,81.44,100,100,94.69,99.71,91.42,100,91.42,95.49,79.65,97.97,100,92.24,97.09,89.58,100,93.51,91.34,100,99.7,98.28,100,83.67,95.95,89.39,96.87,92.61,100,94.36,89.38,100,96.28,91.74,95.91,83.73,99.16,89.94,100,98.29,100,98.86,97.14,93.5,89.33,100,100,99.43,100,97.36,89.24,100,100,95.92,100,87.21,51.16,95.61,89.14,100,95.21,90.72,100,86.38,87.06,84.46,95.91,98.83,85.56,86.65,79.56,92.42,91.03,94.25,95.09,92.11,84.45,100,100
FPCOV-1,UT-UPHL-240124304140_bbnorm_200_trimmed.sorted,UT-UPHL-240124304140,bbnorm,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,97.82,100,96.46,100,100,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-240124304140_bbnorm_300_trimmed.sorted,UT-UPHL-240124304140,bbnorm,300,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.44,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,98.09,100,97.55,100,96.19,100,95.65,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240124304140_bbnorm_30_trimmed.sorted,UT-UPHL-240124304140,bbnorm,30,100,100,98.88,100,100,97.13,98.87,100,100,96.88,100,100,100,100,100,100,100,93.62,100,100,100,100,100,96.75,100,100,100,100,100,100,100,99.42,100,100,98.82,100,100,100,100,100,99.14,100,97.21,96.87,100,100,100,100,100,95.13,100,97.28,100,100,100,100,99.43,99.12,97.43,100,100,98.6,100,100,100,97.35,100,96.03,100,100,100,100,100,100,95.91,100,100,100,100,97.69,100,99.12,100,94.28,99.42,96.73,96.46,92.92,98.03,93.21,96.84,100,97.75,93.03,100,100
FPCOV-1,UT-UPHL-240124304140_bbnorm_400_trimmed.sorted,UT-UPHL-240124304140,bbnorm,400,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.82,100,97.82,100,96.46,100,96.74,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240124304140_bbnorm_5000_trimmed.sorted,UT-UPHL-240124304140,bbnorm,5000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240124304140_bbnorm_500_trimmed.sorted,UT-UPHL-240124304140,bbnorm,500,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.44,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,100,100,97.82,100,97.55,100,100,100,96.25,100,100
FPCOV-1,UT-UPHL-240124304140_bbnorm_50_trimmed.sorted,UT-UPHL-240124304140,bbnorm,50,100,100,96.63,100,100,98.28,99.72,100,100,98.3,100,100,100,100,98.57,100,100,100,100,100,100,100,100,94.08,100,97.04,100,100,100,100,100,98.26,100,100,100,100,100,100,100,100,100,100,99.16,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,99.15,99.44,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.71,100,100,100,100,95.91,100,95.37,100,93.73,95.22,95.65,95.69,100,100,92.76,100,100
FPCOV-1,UT-UPHL-240124304140_raw_all_trimmed.sorted,UT-UPHL-240124304140,raw,all,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240124304140_seqkit_10000_trimmed.sorted,UT-UPHL-240124304140,seqkit,10000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240124304140_seqkit_1000_trimmed.sorted,UT-UPHL-240124304140,seqkit,1000,100,100,100,99.42,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,97.28,100,100,100,97,99.44,100,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-240124304140_seqkit_100_trimmed.sorted,UT-UPHL-240124304140,seqkit,100,100,91.47,98.88,89.53,98.53,98.28,96.32,100,100,100,100,100,100,100,95.71,100,100,82.9,100,100,100,99.12,100,90.24,100,100,96.62,98.84,100,100,100,98.55,100,100,100,100,100,95.25,100,100,99.71,100,97.49,96.87,100,100,100,96.46,100,100,100,94.28,100,100,100,100,100,100,98.57,100,100,97.47,100,100,100,78.24,100,100,100,100,100,100,100,100,100,98.57,100,97.75,93.04,100,100,97.35,100,93.19,100,94.28,95.64,91.83,91.85,89.95,100,100,97.46,84.18,100,100
FPCOV-1,UT-UPHL-240124304140_seqkit_10_trimmed.sorted,UT-UPHL-240124304140,seqkit,10,46.76,51.76,91.29,89.53,0,35.34,83.29,89.43,100,42.9,100,51.46,86.02,88.22,64.29,37.35,48.8,0,28.44,100,96.6,45.13,96.8,44.67,100,96.45,86.48,93.6,100,86.34,100,88.08,89.88,100,100,82.39,98.49,42.14,98.28,100,92.55,81.21,42.18,86.04,96.02,100,47.18,44.25,75.88,85.67,39.23,83.92,44.97,100,97.63,94.52,100,88.27,78.57,94.29,100,97.47,95.31,87.06,91.78,0,35.19,77.9,100,99.69,92.42,89.6,81.98,93.9,95.61,43.14,98.46,92.68,80.87,43.64,85.22,90.59,91.79,83.65,88.89,92.37,73.84,85.83,88.76,79.89,100,84.68,91.83,0,97.18,99.43
FPCOV-1,UT-UPHL-240124304140_seqkit_200_trimmed.sorted,UT-UPHL-240124304140,seqkit,200,100,91.47,100,96.51,100,100,96.32,100,100,100,100,100,100,100,99.43,100,100,86.09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.25,100,100,99.71,100,97.49,96.87,100,100,100,100,100,100,100,96.19,100,100,100,100,100,100,98.57,100,100,97.75,100,100,100,94.41,100,100,100,100,100,100,100,100,100,99.71,100,98.31,95.36,100,100,100,100,94.55,100,95.37,95.91,94.55,94.94,95.65,100,100,97.46,93.83,100,100
